,FlyFrom,FlyTo,DepartTimeUTC,ArrivalTimeUTC,Price,DataDate
542451,ATL,JFK,2019-09-14 14:45:00,2019-09-14 16:57:00,201,20190704
542534,ATL,JFK,2019-09-11 19:05:00,2019-09-11 21:35:00,201,20190704
542536,ATL,JFK,2019-09-12 19:05:00,2019-09-12 21:35:00,201,20190704
542539,ATL,JFK,2019-09-13 19:05:00,2019-09-13 21:35:00,201,20190704
542738,ATL,JFK,2019-09-13 23:10:00,2019-09-14 01:32:00,263,20190704
542772,ATL,JFK,2019-09-13 21:45:00,2019-09-14 00:15:00,263,20190704
542776,ATL,JFK,2019-09-12 21:45:00,2019-09-13 00:15:00,263,20190704
542782,ATL,JFK,2019-09-10 19:05:00,2019-09-10 21:35:00,263,20190704
548794,ATL,LGA,2019-09-12 14:30:00,2019-09-12 16:40:00,107,20190704
548804,ATL,LGA,2019-09-10 01:30:00,2019-09-10 03:41:00,106,20190704
548818,ATL,LGA,2019-09-14 01:30:00,2019-09-14 03:41:00,107,20190704
548834,ATL,LGA,2019-09-12 16:30:00,2019-09-12 18:42:00,107,20190704
548843,ATL,LGA,2019-09-10 00:30:00,2019-09-10 02:43:00,106,20190704
548849,ATL,LGA,2019-09-13 18:30:00,2019-09-13 20:43:00,107,20190704
548876,ATL,LGA,2019-09-09 23:30:00,2019-09-10 01:46:00,106,20190704
548958,ATL,LGA,2019-09-14 14:30:00,2019-09-14 16:38:00,107,20190704
549013,ATL,LGA,2019-09-11 14:30:00,2019-09-11 16:40:00,107,20190704
549021,ATL,LGA,2019-09-14 16:00:00,2019-09-14 18:10:00,107,20190704
549031,ATL,LGA,2019-09-13 14:30:00,2019-09-13 16:40:00,107,20190704
549038,ATL,LGA,2019-09-13 13:30:00,2019-09-13 15:40:00,107,20190704
549043,ATL,LGA,2019-09-14 17:45:00,2019-09-14 19:55:00,107,20190704
549047,ATL,LGA,2019-09-11 13:30:00,2019-09-11 15:40:00,107,20190704
549116,ATL,LGA,2019-09-12 01:30:00,2019-09-12 03:41:00,107,20190704
549136,ATL,LGA,2019-09-13 01:30:00,2019-09-13 03:41:00,107,20190704
549171,ATL,LGA,2019-09-11 16:30:00,2019-09-11 18:42:00,107,20190704
549197,ATL,LGA,2019-09-13 17:30:00,2019-09-13 19:42:00,107,20190704
549204,ATL,LGA,2019-09-13 16:30:00,2019-09-13 18:42:00,107,20190704
549207,ATL,LGA,2019-09-11 17:30:00,2019-09-11 19:42:00,107,20190704
549209,ATL,LGA,2019-09-10 17:30:00,2019-09-10 19:42:00,107,20190704
549219,ATL,LGA,2019-09-12 17:30:00,2019-09-12 19:42:00,107,20190704
549222,ATL,LGA,2019-09-10 16:30:00,2019-09-10 18:42:00,107,20190704
549248,ATL,LGA,2019-09-10 18:30:00,2019-09-10 20:43:00,107,20190704
549254,ATL,LGA,2019-09-11 18:30:00,2019-09-11 20:43:00,107,20190704
549283,ATL,LGA,2019-09-11 15:30:00,2019-09-11 17:43:00,107,20190704
549285,ATL,LGA,2019-09-13 00:30:00,2019-09-13 02:43:00,107,20190704
549290,ATL,LGA,2019-09-14 12:30:00,2019-09-14 14:43:00,107,20190704
549296,ATL,LGA,2019-09-14 00:30:00,2019-09-14 02:43:00,107,20190704
549297,ATL,LGA,2019-09-14 19:30:00,2019-09-14 21:43:00,107,20190704
549302,ATL,LGA,2019-09-10 15:30:00,2019-09-10 17:43:00,107,20190704
549307,ATL,LGA,2019-09-12 15:30:00,2019-09-12 17:43:00,107,20190704
549377,ATL,LGA,2019-09-14 23:35:00,2019-09-15 01:50:00,107,20190704
549397,ATL,LGA,2019-09-10 12:55:00,2019-09-10 15:10:00,108,20190704
549398,ATL,LGA,2019-09-11 12:55:00,2019-09-11 15:10:00,108,20190704
549426,ATL,LGA,2019-09-11 12:30:00,2019-09-11 14:46:00,107,20190704
549431,ATL,LGA,2019-09-13 23:30:00,2019-09-14 01:46:00,107,20190704
549432,ATL,LGA,2019-09-10 23:30:00,2019-09-11 01:46:00,107,20190704
549434,ATL,LGA,2019-09-12 23:30:00,2019-09-13 01:46:00,107,20190704
549440,ATL,LGA,2019-09-11 23:30:00,2019-09-12 01:46:00,107,20190704
549446,ATL,LGA,2019-09-13 19:30:00,2019-09-13 21:47:00,107,20190704
549460,ATL,LGA,2019-09-10 19:30:00,2019-09-10 21:47:00,107,20190704
549462,ATL,LGA,2019-09-11 19:30:00,2019-09-11 21:47:00,107,20190704
549504,ATL,LGA,2019-09-14 21:45:00,2019-09-15 00:03:00,107,20190704
549555,ATL,LGA,2019-09-11 22:30:00,2019-09-12 00:50:00,107,20190704
549561,ATL,LGA,2019-09-10 21:30:00,2019-09-10 23:50:00,107,20190704
549569,ATL,LGA,2019-09-11 21:30:00,2019-09-11 23:50:00,107,20190704
549581,ATL,LGA,2019-09-10 22:30:00,2019-09-11 00:50:00,107,20190704
549595,ATL,LGA,2019-09-13 22:30:00,2019-09-14 00:50:00,107,20190704
549610,ATL,LGA,2019-09-10 23:10:00,2019-09-11 01:30:00,108,20190704
549612,ATL,LGA,2019-09-11 23:10:00,2019-09-12 01:30:00,108,20190704
549618,ATL,LGA,2019-09-09 23:10:00,2019-09-10 01:30:00,108,20190704
549624,ATL,LGA,2019-09-14 23:20:00,2019-09-15 01:40:00,108,20190704
549629,ATL,LGA,2019-09-12 23:10:00,2019-09-13 01:30:00,108,20190704
549664,ATL,LGA,2019-09-10 20:30:00,2019-09-10 22:52:00,107,20190704
549668,ATL,LGA,2019-09-11 20:30:00,2019-09-11 22:52:00,107,20190704
549681,ATL,LGA,2019-09-13 20:30:00,2019-09-13 22:52:00,107,20190704
549689,ATL,LGA,2019-09-10 19:25:00,2019-09-10 21:42:00,108,20190704
549692,ATL,LGA,2019-09-11 19:25:00,2019-09-11 21:42:00,108,20190704
549699,ATL,LGA,2019-09-12 19:25:00,2019-09-12 21:42:00,108,20190704
549719,ATL,LGA,2019-09-11 00:02:00,2019-09-11 02:20:00,108,20190704
549720,ATL,LGA,2019-09-12 00:02:00,2019-09-12 02:20:00,108,20190704
549848,ATL,LGA,2019-09-14 15:20:00,2019-09-14 17:30:00,114,20190704
549878,ATL,LGA,2019-09-12 12:55:00,2019-09-12 15:10:00,114,20190704
549882,ATL,LGA,2019-09-13 12:55:00,2019-09-13 15:10:00,114,20190704
549895,ATL,LGA,2019-09-11 16:10:00,2019-09-11 18:30:00,114,20190704
549902,ATL,LGA,2019-09-10 16:10:00,2019-09-10 18:30:00,114,20190704
549915,ATL,LGA,2019-09-14 17:50:00,2019-09-14 20:10:00,114,20190704
549920,ATL,LGA,2019-09-12 19:30:00,2019-09-12 21:50:00,114,20190704
549926,ATL,LGA,2019-09-12 16:10:00,2019-09-12 18:30:00,114,20190704
549934,ATL,LGA,2019-09-13 23:10:00,2019-09-14 01:30:00,114,20190704
549941,ATL,LGA,2019-09-13 16:10:00,2019-09-13 18:30:00,114,20190704
550342,ATL,LGA,2019-09-13 15:30:00,2019-09-13 17:43:00,133,20190704
550467,ATL,LGA,2019-09-10 16:57:00,2019-09-10 19:15:00,144,20190704
550470,ATL,LGA,2019-09-11 16:57:00,2019-09-11 19:15:00,144,20190704
550475,ATL,LGA,2019-09-10 00:40:00,2019-09-10 03:00:00,144,20190704
550480,ATL,LGA,2019-09-10 13:40:00,2019-09-10 16:00:00,144,20190704
550481,ATL,LGA,2019-09-11 00:40:00,2019-09-11 03:00:00,144,20190704
550483,ATL,LGA,2019-09-12 00:40:00,2019-09-12 03:00:00,144,20190704
550484,ATL,LGA,2019-09-11 13:40:00,2019-09-11 16:00:00,144,20190704
550560,ATL,LGA,2019-09-13 19:25:00,2019-09-13 21:42:00,147,20190704
550568,ATL,LGA,2019-09-14 00:02:00,2019-09-14 02:20:00,147,20190704
550570,ATL,LGA,2019-09-10 00:02:00,2019-09-10 02:20:00,147,20190704
550573,ATL,LGA,2019-09-13 00:02:00,2019-09-13 02:20:00,147,20190704
550710,ATL,LGA,2019-09-14 15:45:00,2019-09-14 18:06:00,153,20190704
550730,ATL,LGA,2019-09-13 00:40:00,2019-09-13 03:00:00,154,20190704
550731,ATL,LGA,2019-09-14 00:40:00,2019-09-14 03:00:00,154,20190704
